family,genus,species,taxon_name,authors,scientific_name,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Lecythidaceae,Lecythis,pisonis,Lecythis pisonis,Cambess.,Lecythis pisonis Cambess.,"Brazil, Colombia, Peru","Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central, Colombia, Peru",Trinidad-Tobago,Trinidad-Tobago,597315-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:597315-1
